,Make,Model,Year,Mileage,Transmission,Engine,Exterior Color,Interior Color,MPG,Fuel Type,Drive Type,Location (City),Location (State),Style,Condition (Accidents),Options Level,Bed Length,Price
6071,Nissan,Pathfinder,2019.0,"20,081",Automatic,3.5L V-6 Gas,,Charcoal,19 cty / 26 hwy,Gas,4WD,Columbia,MO,SL 4WD,0 reported accidents,Standard,,"26,894"
6072,Dodge,Journey,2019.0,"16,304",Automatic,3.6L V-6 Gas,,Black/Red,16 cty / 24 hwy,Gas,AWD,Colorado Springs,CO,GT AWD,1 reported accidents,Minimal Options,,"21,599"
6073,Kia,Forte,2017.0,"83,960",Automatic,2.0L Inline-4 Gas,Silky Silver,Gray,29 cty / 38 hwy,Gas,FWD,Sacramento,CA,LX Sedan Automatic,0 reported accidents,Fully Loaded,,"7,998"
6074,Honda,Civic,2017.0,"44,285",Automatic,,Sonic Gray Pearl,Black,31 cty / 40 hwy,Gas,FWD,Patchogue,NY,LX Hatchback CVT,0 reported accidents,Standard,,"15,414"
6075,GMC,Yukon,2019.0,"35,136",Automatic,5.3L V-8 Gas,Onyx Black,Jet Black,14 cty / 21 hwy,Gas,4WD,Healdsburg,CA,XL SLT 4WD,0 reported accidents,Minimal Options,,"42,988"
6076,Nissan,Sentra,2018.0,"33,540",Automatic,1.8L Inline-4 Gas,Scarlet Ember,Charcoal,29 cty / 37 hwy,Gas,FWD,Ukiah,CA,SR CVT,0 reported accidents,Minimal Options,,"12,980"
6077,Ram,1500,2015.0,"34,831",Automatic,5.7L V-8 Gas,,Diesel Gray/Black,17 cty / 25 hwy,Gas,RWD,Tinley Park,IL,,0 reported accidents,Well Equipped,Long Bed,"14,954"
6078,Nissan,Frontier,2019.0,"7,200",Automatic,4.0L V-6 Gas,,Steel,16 cty / 22 hwy,Gas,RWD,Garden City,GA,SV Crew Cab 2WD Automatic,0 reported accidents,Fully Loaded,Short Bed,"24,789"
6079,Ford,Fusion,2019.0,"5,534",Automatic,,,Medium Light Stone,20 cty / 29 hwy,Gas,AWD,Jefferson City,MO,SEL AWD,0 reported accidents,,,"22,271"
6080,Honda,Odyssey,2008.0,"214,963",Automatic,3.5L V-6 Gas,,Gray,17 cty / 25 hwy,Gas,FWD,Cedar Falls,IA,,0 reported accidents,Standard,,"3,576"
6081,Honda,Accord,2017.0,"17,437",Automatic,2.4L Inline-4 Gas,Crystal Black Pearl,Black,26 cty / 34 hwy,Gas,FWD,East Brunswick,NJ,,0 reported accidents,,,"17,704"
6082,Nissan,Sentra,2003.0,"142,600",Automatic,1.8L Inline-4 Gas,Silver,Gray,28 cty / 35 hwy,Gas,FWD,Staten Island,NY,GXE Automatic,1 reported accidents,Standard,,"1,995"
6083,Toyota,4Runner,2019.0,"26,857",Automatic,4.0L V-6 Gas,,Unknown,17 cty / 20 hwy,Gas,4WD,Cedar Park,TX,SR5 4WD,0 reported accidents,Standard,,"32,492"
6084,Honda,Accord,2012.0,"80,314",Automatic,2.4L Inline-4 Gas,Crystal Black Pearl,Black,23 cty / 34 hwy,Gas,FWD,Ft Myers,FL,SE Sedan I4 Automatic,0 reported accidents,Standard,,"8,995"
6085,Toyota,Corolla,2020.0,"6,183",Automatic,1.8L Inline-4 Gas,Super White,Black,30 cty / 38 hwy,Gas,FWD,San Antonio,TX,LE CVT,0 reported accidents,Standard,,"16,891"
6086,Hyundai,Elantra,2019.0,"17,265",Automatic,2.0L Inline-4 Gas,Machine Gray,Black,28 cty / 37 hwy,Gas,FWD,Dallas,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,850"
6087,,,,,,,,,,Gas,AWD,,,,,,,
6088,Kia,Optima,2019.0,"8,250",Automatic,2.4L Inline-4 Gas,Sparkling Silver,Black,24 cty / 33 hwy,Gas,FWD,Concord,NH,LX,0 reported accidents,Standard,,"16,166"
6089,,,,,,,,,,Gas,FWD,,,,,,,
6090,Ram ProMaster Cargo,Van,2016.0,"109,998",Automatic,3.6L V-6 Gas,,Gray,N/A cty / N/A hwy,Gas,FWD,Fontana,CA,"1500 Low Roof 118"" WB",1 reported accidents,Standard,,"14,995"
6091,Ford,Mustang,2017.0,"32,605",Manual,,Oxford White,Ebony,21 cty / 30 hwy,Gas,RWD,Fontana,CA,EcoBoost Fastback,0 reported accidents,Standard,,"21,995"
6092,,,,,,,,,,,,,,,,,,
6093,Nissan,Frontier,2017.0,"35,241",Automatic,4.0L V-6 Gas,Glacier White,Steel,15 cty / 21 hwy,Gas,4WD,Fontana,CA,2017.5 S Crew Cab 4WD Auto,0 reported accidents,Well Equipped,Short Bed,"21,495"
6094,Ram,1500,2017.0,"22,308",Automatic,5.7L V-8 Gas,,Black,16 cty / 23 hwy,Gas,4WD,Fontana,CA,"Sport Quad Cab 6\'4"" Box 4WD",0 reported accidents,Standard,Standard Bed,"32,995"
6095,GMC,Terrain,2016.0,"83,188",Automatic,3.6L V-6 Gas,Slate Blue Metallic,Light Titanium,22 cty / 32 hwy,Gas,FWD,Fontana,CA,SLT FWD,0 reported accidents,Standard,,"12,995"
6096,Toyota,Tacoma,2019.0,"8,361",Automatic,3.5L V-6 Gas,,Cement Gray,19 cty / 24 hwy,Gas,RWD,Fontana,CA,,0 reported accidents,Standard,Short Bed,"35,895"
6097,,,,,,,,,,Gas,FWD,,,,,,,
6098,Acura,MDX,2007.0,"184,311",Automatic,3.7L V-6 Gas,,Gray,17 cty / 22 hwy,Gas,AWD,Greensboro,NC,,0 reported accidents,Standard,,"5,800"
6099,Nissan,Versa,2015.0,"171,049",Manual,1.6L Inline-4 Gas,Silver,Unknown,27 cty / 36 hwy,Gas,FWD,Greensboro,NC,Note 1.6 S Manual,2 reported accidents,Standard,,"4,500"
6100,Jeep,Wrangler,2013.0,"88,042",Automatic,3.6L V-6 Gas,Black,Black Interior,16 cty / 21 hwy,Gas,4WD,Olathe,KS,Unlimited Sport,0 reported accidents,Standard,,"23,995"
6101,Ford,Explorer,2017.0,"55,310",Automatic,3.5L V-6 Gas Turbocharged,Blue Jeans Metallic,Medium Soft Ceramic,16 cty / 22 hwy,Gas,4WD,Langhorne,PA,Platinum 4WD,0 reported accidents,Minimal Options,,"30,498"
6102,Ford,Edge,2019.0,"37,533",Automatic,,,Ebony,21 cty / 28 hwy,Gas,AWD,Langhorne,PA,Titanium AWD,0 reported accidents,,,"27,998"
6103,Ford Transit Cargo,Van,2018.0,"14,173",Automatic,3.7L V-6 Gas,Oxford White,Charcoal,N/A cty / N/A hwy,Gas,RWD,Langhorne,PA,,0 reported accidents,,,"25,498"
6104,Mercedes-Benz,GLA,2018.0,"13,590",Automatic,,,Black,23 cty / 31 hwy,Gas,AWD,Perkasie,PA,GLA 250 4MATIC,0 reported accidents,Standard,,"27,501"
6105,BMW 7,Series,2017.0,"40,240",Automatic,,,Cognac,19 cty / 28 hwy,Gas,AWD,Perkasie,PA,740i xDrive,0 reported accidents,Standard,,"36,900"
6106,Volvo,S60,2020.0,"16,616",Automatic,,Denim Blue Metallic,Charcoal,21 cty / 32 hwy,Gas,AWD,Perkasie,PA,T6 Momentum AWD,0 reported accidents,Standard,,"31,500"
6107,BMW,X1,2016.0,"35,415",Automatic,,,Mocha,22 cty / 32 hwy,Gas,AWD,Perkasie,PA,xDrive28i AWD,0 reported accidents,Standard,,"22,800"
6108,BMW 4,Series,2018.0,"34,983",Automatic,,,Cognac/Dark Brown,21 cty / 31 hwy,Gas,AWD,Perkasie,PA,440i xDrive Coupe,0 reported accidents,Standard,,"37,000"
6109,BMW 5,Series,2017.0,"27,700",Automatic,,,,18 cty / 26 hwy,Gas,AWD,Perkasie,PA,535i xDrive Gran Turismo,0 reported accidents,Standard,,"32,991"
6110,Dodge,Charger,2020.0,"3,769",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Olathe,KS,SXT RWD,0 reported accidents,Fully Loaded,,"25,799"
6111,Ram,1500,2020.0,"3,308",Automatic,3.6L V-6 Gas,,Black,19 cty / 24 hwy,Gas,4WD,Olathe,KS,"Rebel Quad Cab 6\'4"" Box 4WD",0 reported accidents,Well Equipped,Standard Bed,"41,899"
6112,Mercedes-Benz,GLC,2019.0,"14,710",Automatic,,,Black,24 cty / 27 hwy,Gas,AWD,Perkasie,PA,GLC 350e 4MATIC,0 reported accidents,Standard,,"39,000"
6113,MINI,Clubman,2017.0,"27,499",Automatic,,,Indigo Blue,22 cty / 32 hwy,Gas,AWD,Perkasie,PA,ALL4,0 reported accidents,,,"18,300"
6114,BMW,X5,2016.0,"35,701",Automatic,,,Black,18 cty / 24 hwy,Gas,AWD,Perkasie,PA,xDrive35i AWD,0 reported accidents,Standard,,"29,991"
6115,Volvo,XC90,2020.0,"13,022",Automatic,,Onyx Black Metallic,Cream,18 cty / 26 hwy,Gas,AWD,Perkasie,PA,T6 Momentum 7 Passenger AWD,0 reported accidents,Standard,,"47,000"
6116,Acura,RDX,2019.0,"14,674",Automatic,,,Beige,21 cty / 27 hwy,Gas,AWD,Olathe,KS,,0 reported accidents,,,"36,999"
6117,Hyundai,Tucson,2017.0,"28,677",Automatic,2.0L Inline-4 Gas,Dazzling White,Gray,23 cty / 30 hwy,Gas,FWD,West Palm Beach,FL,SE FWD,0 reported accidents,Fully Loaded,,"15,367"
6118,Mercedes-Benz,E-Class,2005.0,"143,210",Automatic,,Gold,Stone,27 cty / 37 hwy,Diesel,RWD,Virgina Beach,VA,E 320 CDI Sedan RWD,0 reported accidents,Standard,,"8,995"
6119,,,,,,,,,,,FWD,,,,,,,
6120,Toyota,Corolla,2017.0,"16,640",Automatic,1.8L Inline-4 Gas,Super White,Ash,28 cty / 36 hwy,Gas,FWD,Austin,TX,LE CVT,1 reported accidents,Standard,,"13,727"
6121,Nissan,Armada,2006.0,"119,128",Automatic,5.6L V-8 Gas,Black,Black,13 cty / 18 hwy,Gas,4WD,Brooklyn,NY,LE 4WD,1 reported accidents,Standard,,"6,450"
6122,Kia,Sportage,2017.0,"51,024",Automatic,2.4L Inline-4 Gas,Sparkling Silver,Gray,23 cty / 30 hwy,Gas,FWD,Palm Beach Gardens,FL,LX FWD,0 reported accidents,Minimal Options,,"11,791"
6123,Honda,CR-V,2016.0,"45,980",Automatic,2.4L Inline-4 Gas,Black,Black,25 cty / 31 hwy,Gas,AWD,Conway,SC,EX-L AWD,0 reported accidents,Standard,,"17,980"
6124,Ford,Explorer,2013.0,"118,607",Automatic,3.5L V-6 Gas,Oxford White,Gray,17 cty / 23 hwy,Gas,4WD,Littleton,CO,XLT 4WD,0 reported accidents,Standard,,"11,989"
6125,Hyundai Santa,Fe,2008.0,"115,899",Manual,2.7L V-6 Gas,Powder White Pearl,Gray Cloth Interior,17 cty / 24 hwy,Gas,FWD,Dallas,TX,GLS FWD Manual,1 reported accidents,Standard,,"3,950"
6126,Ford,Fusion,2019.0,"5,534",Automatic,,,Medium Light Stone,20 cty / 29 hwy,Gas,AWD,Jefferson City,MO,SEL AWD,0 reported accidents,,,"22,271"
6127,Dodge Grand,Caravan,2018.0,"51,273",Automatic,3.6L V-6 Gas,,Black,17 cty / 25 hwy,Gas,FWD,Decatur,IN,GT,0 reported accidents,Well Equipped,,"16,495"
6128,Hyundai,Elantra,2017.0,"117,164",Automatic,2.0L Inline-4 Gas,,Black,24 cty / 32 hwy,Gas,FWD,Mesa,AZ,GT Hatchback Automatic,0 reported accidents,Minimal Options,,"8,048"
6129,Toyota,Corolla,2017.0,"33,765",Automatic,1.8L Inline-4 Gas,Blue,Tan,28 cty / 36 hwy,Gas,FWD,Stafford,VA,LE CVT,1 reported accidents,Standard,,"12,000"
6130,Honda,Accord,2017.0,"20,428",Automatic,2.4L Inline-4 Gas,Basque Red Pearl Ii,Unknown,27 cty / 36 hwy,Gas,FWD,Inver Grove Heights,MN,LX Sedan CVT,0 reported accidents,,,"16,490"
6131,,,,"62,539",Automatic,5.4L V-8 Gas,,,N/A cty / N/A hwy,Gas,4WD,,,,,Standard,Long Bed,
6132,Jeep,Compass,2012.0,"81,387",Automatic,2.4L Inline-4 Gas,,,22 cty / 28 hwy,Gas,4WD,Newark,DE,Sport 4WD,0 reported accidents,Fully Loaded,,"7,642"
6133,Cadillac,SRX,2013.0,"98,634",Automatic,3.6L V-6 Gas,,,17 cty / 24 hwy,Gas,FWD,Phoenix,AZ,FWD,0 reported accidents,Standard,,"9,200"
6134,Honda,Civic,2017.0,"29,892",Automatic,,White Orchid Pearl,Black/Gray,31 cty / 40 hwy,Gas,FWD,Chantilly,VA,EX-L Coupe CVT,0 reported accidents,,,"16,999"
6135,Toyota,Camry,2017.0,"34,334",Automatic,2.5L Inline-4 Gas,,Black,24 cty / 33 hwy,Gas,FWD,Covington,LA,SE I4 Automatic,0 reported accidents,,,"18,395"
6136,Hyundai,Elantra,2019.0,"28,703",Automatic,2.0L Inline-4 Gas,Scarlet Red,Gray,28 cty / 37 hwy,Gas,FWD,Live Oak,TX,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"11,980"
6137,Ford,Fusion,2017.0,"18,593",Automatic,,Shadow Black,Ebony,21 cty / 32 hwy,Gas,FWD,Chicago,IL,SE FWD,0 reported accidents,Standard,,"16,933"
6138,Jeep,Cherokee,2017.0,"52,960",Automatic,2.4L Inline-4 Gas,,Black,21 cty / 28 hwy,Gas,4WD,Brattleboro,VT,Limited 4WD,0 reported accidents,Standard,,"18,000"
6139,BMW 5,Series,2011.0,"99,707",Automatic,,,Venetian Beige,19 cty / 29 hwy,Gas,AWD,Carrollton,TX,535i xDrive Sedan AWD,0 reported accidents,Standard,,"10,995"
6140,,,,,,,,,,Gas,AWD,,,,,,,
6141,Dodge Grand,Caravan,2019.0,"31,727",Automatic,3.6L V-6 Gas,,Black,17 cty / 25 hwy,Gas,FWD,Carrollton,GA,SXT,0 reported accidents,Minimal Options,,"17,995"
6142,Ford,Explorer,2017.0,"104,124",Automatic,3.5L V-6 Gas Turbocharged,,Medium Light Camel,19 cty / 27 hwy,Gas,FWD,Conroe,TX,Limited FWD,0 reported accidents,Fully Loaded,,"18,288"
6143,Toyota,Sienna,2010.0,"148,724",Automatic,3.5L V-6 Gas,Blizzard Pearl,Gray,17 cty / 23 hwy,Gas,FWD,Edmonds,WA,XLE 7-Passenger FWD,1 reported accidents,Standard,,"7,995"
6144,Nissan,Sentra,2017.0,"26,967",Automatic,1.8L Inline-4 Gas,Fresh Powder,Charcoal,29 cty / 37 hwy,Gas,FWD,,IN,SV CVT,0 reported accidents,Standard,,"11,886"
6145,Ford,Explorer,2017.0,"39,368",Automatic,3.5L V-6 Gas,Shadow Black,Ebony Black,17 cty / 24 hwy,Gas,FWD,Maple Shade,NJ,XLT FWD,1 reported accidents,Minimal Options,,"22,899"
6146,Dodge Ram,2500,2003.0,"270,819",Automatic,,Gray,Dark Slate Gray,N/A cty / N/A hwy,Diesel,4WD,Las Cruces,NM,SLT Quad Cab Regular Bed 4WD,0 reported accidents,Standard,Standard Bed,"9,949"
6147,HUMMER,H2,2006.0,"134,445",Automatic,6.0L V-8 Gas,Black,Unknown,N/A cty / N/A hwy,Gas,4WD,Hayward,CA,SUT,0 reported accidents,Standard,,"18,933"
6148,Ford,Escape,2017.0,"34,327",Automatic,,Shadow Black,Charcoal Black,23 cty / 30 hwy,Gas,FWD,North Canton,OH,SE FWD,0 reported accidents,Minimal Options,,"14,999"
6149,,,,,,,,,,,,,,,,,,
6150,Ram ProMaster Cargo,Van,2016.0,"109,998",Automatic,3.6L V-6 Gas,,Gray,N/A cty / N/A hwy,Gas,FWD,Fontana,CA,"1500 Low Roof 118"" WB",1 reported accidents,Standard,,"14,995"
6151,Ford,Mustang,2017.0,"32,605",Manual,,Oxford White,Ebony,21 cty / 30 hwy,Gas,RWD,Fontana,CA,EcoBoost Fastback,0 reported accidents,Standard,,"21,995"
6152,,,,,,,,,,,,,,,,,,
6153,Nissan,Frontier,2017.0,"35,241",Automatic,4.0L V-6 Gas,Glacier White,Steel,15 cty / 21 hwy,Gas,4WD,Fontana,CA,2017.5 S Crew Cab 4WD Auto,0 reported accidents,Well Equipped,Short Bed,"21,495"
6154,Ram,1500,2017.0,"22,308",Automatic,5.7L V-8 Gas,,Black,16 cty / 23 hwy,Gas,4WD,Fontana,CA,"Sport Quad Cab 6\'4"" Box 4WD",0 reported accidents,Standard,Standard Bed,"32,995"
6155,GMC,Terrain,2016.0,"83,188",Automatic,3.6L V-6 Gas,Slate Blue Metallic,Light Titanium,22 cty / 32 hwy,Gas,FWD,Fontana,CA,SLT FWD,0 reported accidents,Standard,,"12,995"
6156,Toyota,Tacoma,2019.0,"8,361",Automatic,3.5L V-6 Gas,,Cement Gray,19 cty / 24 hwy,Gas,RWD,Fontana,CA,,0 reported accidents,Standard,Short Bed,"35,895"
6157,,,,,,,,,,Gas,FWD,,,,,,,
6158,Acura,MDX,2007.0,"184,311",Automatic,3.7L V-6 Gas,,Gray,17 cty / 22 hwy,Gas,AWD,Greensboro,NC,,0 reported accidents,Standard,,"5,800"
6159,Nissan,Versa,2015.0,"171,049",Manual,1.6L Inline-4 Gas,Silver,Unknown,27 cty / 36 hwy,Gas,FWD,Greensboro,NC,Note 1.6 S Manual,2 reported accidents,Standard,,"4,500"
6160,Jeep,Wrangler,2013.0,"88,042",Automatic,3.6L V-6 Gas,Black,Black Interior,16 cty / 21 hwy,Gas,4WD,Olathe,KS,Unlimited Sport,0 reported accidents,Standard,,"23,995"
6161,Ford,Explorer,2017.0,"55,310",Automatic,3.5L V-6 Gas Turbocharged,Blue Jeans Metallic,Medium Soft Ceramic,16 cty / 22 hwy,Gas,4WD,Langhorne,PA,Platinum 4WD,0 reported accidents,Minimal Options,,"30,498"
6162,Ford,Edge,2019.0,"37,533",Automatic,,,Ebony,21 cty / 28 hwy,Gas,AWD,Langhorne,PA,Titanium AWD,0 reported accidents,Fully Loaded,,"27,998"
6163,Ford Transit Cargo,Van,2018.0,"14,173",Automatic,3.7L V-6 Gas,Oxford White,Charcoal,N/A cty / N/A hwy,Gas,RWD,Langhorne,PA,,0 reported accidents,,,"25,498"
6164,Mercedes-Benz,GLA,2018.0,"13,590",Automatic,,,Black,23 cty / 31 hwy,Gas,AWD,Perkasie,PA,GLA 250 4MATIC,0 reported accidents,Standard,,"27,501"
6165,BMW 7,Series,2017.0,"40,240",Automatic,,,Cognac,19 cty / 28 hwy,Gas,AWD,Perkasie,PA,740i xDrive,0 reported accidents,Standard,,"36,900"
6166,Volvo,S60,2020.0,"16,616",Automatic,,Denim Blue Metallic,Charcoal,21 cty / 32 hwy,Gas,AWD,Perkasie,PA,T6 Momentum AWD,0 reported accidents,Standard,,"31,500"
6167,BMW,X1,2016.0,"35,415",Automatic,,,Mocha,22 cty / 32 hwy,Gas,AWD,Perkasie,PA,xDrive28i AWD,0 reported accidents,Standard,,"22,800"
6168,BMW 4,Series,2018.0,"34,983",Automatic,,,Cognac/Dark Brown,21 cty / 31 hwy,Gas,AWD,Perkasie,PA,440i xDrive Coupe,0 reported accidents,Standard,,"37,000"
6169,BMW 5,Series,2017.0,"27,700",Automatic,,,,18 cty / 26 hwy,Gas,AWD,Perkasie,PA,535i xDrive Gran Turismo,0 reported accidents,Standard,,"32,991"
6170,Dodge,Charger,2020.0,"3,769",Automatic,3.6L V-6 Gas,,Black,19 cty / 30 hwy,Gas,RWD,Olathe,KS,SXT RWD,0 reported accidents,Fully Loaded,,"25,799"
6171,Ram,1500,2020.0,"3,308",Automatic,3.6L V-6 Gas,,Black,19 cty / 24 hwy,Gas,4WD,Olathe,KS,"Rebel Quad Cab 6\'4"" Box 4WD",0 reported accidents,Well Equipped,Standard Bed,"41,899"
6172,Mercedes-Benz,GLC,2019.0,"14,710",Automatic,,,Black,24 cty / 27 hwy,Gas,AWD,Perkasie,PA,GLC 350e 4MATIC,0 reported accidents,Standard,,"39,000"
6173,MINI,Clubman,2017.0,"27,499",Automatic,,,Indigo Blue,22 cty / 32 hwy,Gas,AWD,Perkasie,PA,ALL4,0 reported accidents,,,"18,300"
6174,BMW,X5,2016.0,"35,701",Automatic,,,Black,18 cty / 24 hwy,Gas,AWD,Perkasie,PA,xDrive35i AWD,0 reported accidents,Standard,,"29,991"
6175,Volvo,XC90,2020.0,"13,022",Automatic,,Onyx Black Metallic,Cream,18 cty / 26 hwy,Gas,AWD,Perkasie,PA,T6 Momentum 7 Passenger AWD,0 reported accidents,Standard,,"47,000"
6176,Acura,RDX,2019.0,"14,674",Automatic,,,Beige,21 cty / 27 hwy,Gas,AWD,Olathe,KS,,0 reported accidents,,,"36,999"
6177,Hyundai,Tucson,2017.0,"28,677",Automatic,2.0L Inline-4 Gas,Dazzling White,Gray,23 cty / 30 hwy,Gas,FWD,West Palm Beach,FL,SE FWD,0 reported accidents,Fully Loaded,,"15,367"
6178,Mercedes-Benz,E-Class,2005.0,"143,210",Automatic,,Gold,Stone,27 cty / 37 hwy,Diesel,RWD,Virgina Beach,VA,E 320 CDI Sedan RWD,0 reported accidents,Standard,,"8,995"
6179,,,,,,,,,,,FWD,,,,,,,
6180,Dodge Grand,Caravan,2019.0,"31,602",Automatic,3.6L V-6 Gas,Granite Pearlcoat,,17 cty / 25 hwy,Gas,FWD,Evanston,WY,SXT,0 reported accidents,Minimal Options,,"18,814"
6181,Mazda,Mazda6,2017.0,"38,469",Automatic,2.5L Inline-4 Gas,Jet Black,Black,26 cty / 35 hwy,Gas,FWD,Wesley Chapel,FL,Grand Touring Automatic,0 reported accidents,Standard,,"14,999"
6182,Toyota,Camry,2019.0,"29,206",Automatic,2.5L Inline-4 Gas,,Ash,29 cty / 41 hwy,Gas,FWD,Mt. Pleasant,TX,L Automatic,0 reported accidents,Standard,,"17,685"
6183,Chevrolet,Malibu,2019.0,"35,955",Automatic,,Silver Ice Metallic,Jet Black,29 cty / 36 hwy,Gas,FWD,Fort Myers,FL,LT with 1LT,0 reported accidents,Minimal Options,,"13,490"
6184,Hyundai,Elantra,2019.0,"24,833",Automatic,2.0L Inline-4 Gas,Symphony Silver,Black,28 cty / 37 hwy,Gas,FWD,O'Fallon,IL,SEL 2.0L Automatic,0 reported accidents,Minimal Options,,"14,359"
6185,Mercedes-Benz,,2016.0,"57,885",Automatic,,Black,Black,25 cty / 34 hwy,Gas,RWD,,,C 300 Sedan RWD,,Standard,,
6186,Jeep,Compass,2019.0,"40,757",Automatic,2.4L Inline-4 Gas,,Ruby Red/Black,22 cty / 30 hwy,Gas,4WD,Tucson,AZ,Trailhawk 4WD,0 reported accidents,Minimal Options,,"20,814"
6187,,,,,,,,,,,,,,,,,,
6188,Jeep Grand,Cherokee,2014.0,"131,011",Automatic,3.6L V-6 Gas,,Black,17 cty / 25 hwy,Gas,RWD,Waxahachie,TX,Laredo RWD,0 reported accidents,Well Equipped,,"11,996"
6189,Nissan,Rogue,2017.0,"36,358",Automatic,2.5L Inline-4 Gas,Caspian Blue,Charcoal,25 cty / 32 hwy,Gas,AWD,Indianapolis,IN,SV AWD,0 reported accidents,Well Equipped,,"17,000"
6190,Toyota,Camry,2018.0,"53,807",Automatic,2.5L Inline-4 Gas,,Black,28 cty / 39 hwy,Gas,FWD,San Antonio,TX,LE I4 Automatic,1 reported accidents,,,"15,995"
6191,Nissan,Rogue,2019.0,"15,448",Automatic,2.5L Inline-4 Gas,,Charcoal,26 cty / 33 hwy,Gas,FWD,Phoenix,AZ,SV FWD,0 reported accidents,Standard,,"17,873"
6192,Chevrolet,Malibu,2020.0,"14,163",Automatic,,,Jet Black,29 cty / 36 hwy,Gas,FWD,Baltimore,MD,LT,0 reported accidents,Minimal Options,,"19,510"
6193,Hyundai,Accent,2017.0,"62,262",Automatic,1.6L Inline-4 Gas,Boston Red Metallic,Gray,26 cty / 36 hwy,Gas,FWD,Allentown,PA,SE Sedan Automatic,0 reported accidents,Fully Loaded,,"7,995"
6194,Mercedes-Benz,S-Class,2006.0,"154,892",Automatic,5.0L V-8 Gas,Gray,Tan,16 cty / 24 hwy,Gas,RWD,Arlington,VA,S 500 Sedan RWD,0 reported accidents,Standard,,"6,999"
6195,INFINITI,G,2013.0,"96,574",Automatic,3.7L V-6 Gas,Graphite Shadow,Stone,19 cty / 27 hwy,Gas,RWD,Plano,TX,,0 reported accidents,Well Equipped,,"9,199"
6196,Mazda,Mazda3,2013.0,"79,548",Manual,2.0L Inline-4 Gas,Velocity Red,Black,27 cty / 39 hwy,Gas,FWD,Tempe,AZ,,0 reported accidents,Standard,,"8,901"
6197,HUMMER,H2,2006.0,"80,654",Automatic,6.0L V-8 Gas,Pewter Metallic,Ebony,N/A cty / N/A hwy,Gas,4WD,New Castle,PA,SUV,0 reported accidents,Standard,,"19,394"
6198,Ford,Escape,2019.0,"21,359",Automatic,,Oxford White,Charcoal Black,23 cty / 30 hwy,Gas,FWD,Louisville,KY,SEL FWD,0 reported accidents,Standard,,"18,987"
6199,Chevrolet,Equinox,2018.0,"73,016",Automatic,,Silver Ice Metallic,Medium Ash Gray,26 cty / 32 hwy,Gas,FWD,Carrollton,GA,Premier with 1LZ FWD,0 reported accidents,Minimal Options,,"14,995"
6200,Toyota,Camry,2015.0,"64,292",Automatic,2.5L Inline-4 Gas,,Unknown,25 cty / 35 hwy,Gas,FWD,Raleigh,NC,XLE I4 Automatic,0 reported accidents,Standard,,"11,500"
6201,,,,,,,,,,,,,,,,,,
6202,Honda,Accord,2017.0,"36,473",Automatic,2.4L Inline-4 Gas,,Black,27 cty / 36 hwy,Gas,FWD,Fredericksburg,VA,EX Sedan CVT,0 reported accidents,Standard,,"17,950"
6203,Honda,Civic,2017.0,"24,745",Automatic,2.0L Inline-4 Gas,,Black,31 cty / 40 hwy,Gas,FWD,Eatontown,NJ,EX Sedan CVT,0 reported accidents,,,"16,299"
6204,Hyundai,Sonata,2007.0,"162,330",Automatic,3.3L V-6 Gas,Ebony Black,Unknown,20 cty / 34 hwy,Gas,FWD,Nashville,IL,Limited Automatic (alt),0 reported accidents,Standard,,"3,973"
6205,Chevrolet,Sonic,2015.0,"72,410",Automatic,1.8L Inline-4 Gas,Silver Ice Metallic,,25 cty / 35 hwy,Gas,FWD,West Jordan,UT,LT Hatch AT,0 reported accidents,Minimal Options,,"5,995"
6206,Acura,ILX,2015.0,"44,469",Automatic,2.0L Inline-4 Gas,,Ebony,24 cty / 35 hwy,Gas,FWD,Naples,FL,Sedan 2.0L Automatic,1 reported accidents,Standard,,"13,327"
6207,Nissan,Versa,2019.0,"31,545",Automatic,1.6L Inline-4 Gas,,Charcoal,31 cty / 39 hwy,Gas,FWD,Eugene,OR,SV Sedan CVT,0 reported accidents,Standard,,"11,896"
6208,Nissan,Sentra,2019.0,"25,581",Automatic,1.8L Inline-4 Gas,,Charcoal,29 cty / 37 hwy,Gas,FWD,Lakewood,CO,SV CVT,0 reported accidents,Well Equipped,,"14,340"
6209,Toyota,Corolla,2011.0,"113,001",Automatic,1.8L Inline-4 Gas,,Bisque,26 cty / 34 hwy,Gas,FWD,Jacksonville,FL,LE Automatic,0 reported accidents,Standard,,"6,491"
6210,Toyota,Corolla,2017.0,"16,640",Automatic,1.8L Inline-4 Gas,Super White,Ash,28 cty / 36 hwy,Gas,FWD,Austin,TX,LE CVT,1 reported accidents,Standard,,"13,727"
6211,Nissan,Armada,2006.0,"119,128",Automatic,5.6L V-8 Gas,Black,Black,13 cty / 18 hwy,Gas,4WD,Brooklyn,NY,LE 4WD,1 reported accidents,Standard,,"6,450"
6212,Kia,Sportage,2017.0,"51,024",Automatic,2.4L Inline-4 Gas,Sparkling Silver,Gray,23 cty / 30 hwy,Gas,FWD,Palm Beach Gardens,FL,LX FWD,0 reported accidents,Minimal Options,,"11,791"
